Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,sttl,dttl,trans_depth,res_len,ct_flw_http_mthd,smeansz,dmeansz,swin,dwin,stcpb,dtcpb
1591893374.3967538,10.0.2.15,54552,10.0.2.4,80,tcp,http,13.567010,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2799929995,4266430091
1591893374.3970358,10.0.2.15,54554,10.0.2.4,80,tcp,http,13.566795,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,233826775,1275046731
1591893374.397328,10.0.2.15,54556,10.0.2.4,80,tcp,http,13.566580,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2481026420,3468629169
1591893374.397635,10.0.2.15,54558,10.0.2.4,80,tcp,http,13.566352,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3308449511,3989347778
1591893374.397918,10.0.2.15,54560,10.0.2.4,80,tcp,http,13.566151,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3476868725,3190146453
1591893374.398266,10.0.2.15,54562,10.0.2.4,80,tcp,http,13.565882,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,422923605,2581630664
1591893374.398574,10.0.2.15,54564,10.0.2.4,80,tcp,http,13.565640,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1412044419,4124144988
1591893374.398858,10.0.2.15,54566,10.0.2.4,80,tcp,http,13.565465,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3385882299,4128727340
1591893374.399145,10.0.2.15,54568,10.0.2.4,80,tcp,http,13.565257,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2675493929,2463556089
1591893374.3994699,10.0.2.15,54570,10.0.2.4,80,tcp,http,13.565018,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,391964949,1797716174
1591893374.399755,10.0.2.15,54572,10.0.2.4,80,tcp,http,13.564814,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,483541966,2744965751
1591893374.4001448,10.0.2.15,54574,10.0.2.4,80,tcp,http,13.564507,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,187464258,3355966798
1591893374.4004278,10.0.2.15,54576,10.0.2.4,80,tcp,http,13.564292,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2967785740,4240257460
1591893374.400712,10.0.2.15,54578,10.0.2.4,80,tcp,http,13.564088,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,647985662,3949909153
1591893374.4009259,10.0.2.15,54580,10.0.2.4,80,tcp,http,13.564148,132,493,RSTO,6,4,0,100,100,100,0,100,100,100,64,64,1,311,1,73,177,5019.0,7410,3713377100,198787291
1591893374.401259,10.0.2.15,54582,10.0.2.4,80,tcp,http,13.563777,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3778148044,2421679467
1591893374.401542,10.0.2.15,54584,10.0.2.4,80,tcp,http,13.563481,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,993163465,1198843474
1591893374.401899,10.0.2.15,54586,10.0.2.4,80,tcp,http,13.563204,130,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3510703902,785750511
1591893374.4022038,10.0.2.15,54588,10.0.2.4,80,tcp,http,13.563397,132,493,RSTO,6,4,0,100,100,100,0,100,100,100,64,64,1,311,1,73,177,5019.0,7410,1736909922,688093693
1591893374.402489,10.0.2.15,54590,10.0.2.4,80,tcp,http,13.563036,132,493,SF,8,6,0,100,100,100,0,100,100,100,64,64,1,311,1,66,135,3793.0,5015,2683371157,3906470828
1591893374.402951,10.0.2.15,54592,10.0.2.4,80,tcp,http,13.562588,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,996557919,3056131274
1591893374.403326,10.0.2.15,54594,10.0.2.4,80,tcp,http,13.562263,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,856212306,1397899712
1591893374.4036279,10.0.2.15,54596,10.0.2.4,80,tcp,http,13.562040,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4115719290,1393365161
1591893374.403922,10.0.2.15,54598,10.0.2.4,80,tcp,http,13.561822,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,353665386,1405378826
1591893374.404299,10.0.2.15,54600,10.0.2.4,80,tcp,http,13.561729,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1302261264,3680931515
1591893374.404594,10.0.2.15,54602,10.0.2.4,80,tcp,http,13.561243,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,4099081989,301313360
1591893374.404919,10.0.2.15,54604,10.0.2.4,80,tcp,http,13.561013,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2795980500,4051780284
1591893374.405224,10.0.2.15,54606,10.0.2.4,80,tcp,http,13.560769,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2025408559,433039043
1591893374.405503,10.0.2.15,54608,10.0.2.4,80,tcp,http,13.560561,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2980687230,2946634729
1591893374.4057949,10.0.2.15,54610,10.0.2.4,80,tcp,http,13.560671,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2801649831,669507509
1591893374.406126,10.0.2.15,54612,10.0.2.4,80,tcp,http,13.560044,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3276550841,3946821475
1591893374.406418,10.0.2.15,54614,10.0.2.4,80,tcp,http,13.559864,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2316489870,810014264
1591893374.4067118,10.0.2.15,54616,10.0.2.4,80,tcp,http,13.559635,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1681692788,60916048
1591893374.407044,10.0.2.15,54618,10.0.2.4,80,tcp,http,13.559409,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2852963531,1938861765
1591893374.40735,10.0.2.15,54620,10.0.2.4,80,tcp,http,13.559163,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,60676243,2014819095
1591893374.407625,10.0.2.15,54622,10.0.2.4,80,tcp,http,13.558968,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2500126856,3983715407
1591893374.407916,10.0.2.15,54624,10.0.2.4,80,tcp,http,13.558737,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3385217516,576049447
1591893374.408198,10.0.2.15,54626,10.0.2.4,80,tcp,http,13.558668,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,444212773,2085529804
1591893374.4084618,10.0.2.15,54628,10.0.2.4,80,tcp,http,13.558539,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3889195024,2617025537
1591893374.408746,10.0.2.15,54630,10.0.2.4,80,tcp,http,13.558197,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3220788967,3848998317
1591893374.408994,10.0.2.15,54632,10.0.2.4,80,tcp,http,13.558028,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3165160904,3012119015
1591893374.4092689,10.0.2.15,54634,10.0.2.4,80,tcp,http,13.557848,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1541510587,3753391540
1591893374.4095411,10.0.2.15,54636,10.0.2.4,80,tcp,http,13.558115,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,517859372,2463856836
1591893374.40981,10.0.2.15,54638,10.0.2.4,80,tcp,http,13.557407,131,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3683802089,1744026781
1591893374.410113,10.0.2.15,54640,10.0.2.4,80,tcp,http,13.557223,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1388080117,2943522073
1591893374.410352,10.0.2.15,54642,10.0.2.4,80,tcp,http,13.557170,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1856963498,3915655585
1591893374.410642,10.0.2.15,54644,10.0.2.4,80,tcp,http,13.556966,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,3476646599,696016595
1591893374.410927,10.0.2.15,54646,10.0.2.4,80,tcp,http,13.556775,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2834963381,3643092910
1591893374.4112198,10.0.2.15,54648,10.0.2.4,80,tcp,http,13.556571,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2969466238,3687931726
1591893374.411486,10.0.2.15,54650,10.0.2.4,80,tcp,http,13.565209,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2978637274,4155359103
1591893374.411834,10.0.2.15,54652,10.0.2.4,80,tcp,http,13.556053,132,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,2885058933,1077898197
1591893374.412167,10.0.2.15,54654,10.0.2.4,80,tcp,http,13.555821,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,349542419,2303737578
1591893374.412453,10.0.2.15,54656,10.0.2.4,80,tcp,http,13.555609,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1099621467,724218407
1591893374.412789,10.0.2.15,54658,10.0.2.4,80,tcp,http,13.555349,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,396377657,1107307033
1591893374.413059,10.0.2.15,54660,10.0.2.4,80,tcp,http,13.555178,133,493,SF,7,5,0,100,100,100,0,100,100,100,64,64,1,311,1,68,152,4302.0,5973,1140093701,842935045
1591893374.413329,10.0.2.15,54662,10.0.2.4,80,tcp,http,13.535329,132,0,S2,11,1,0,100,100,100,0,100,100,100,64,64,1,0,1,136,60,2862.0,28960,3190154446,3487803471
1591893374.413598,10.0.2.15,54664,10.0.2.4,80,tcp,http,13.562039,133,493,RSTO,7,4,0,100,100,100,0,100,100,100,64,64,1,311,1,73,180,4335.0,7416,1932783802,856065381
1591893374.413895,10.0.2.15,54666,10.0.2.4,80,tcp,http,13.561758,133,493,RSTO,8,4,0,100,100,100,0,100,100,100,64,64,1,311,1,71,180,7443.0,7416,1553245388,1870191995
1591893374.734682,10.0.2.15,53780,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,0,0,100,0,100,100,100,64,0,0,0,0,185,0,229.0,0,2819537215,0
1591893374.734715,10.0.2.15,53782,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,1,1,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,2607000301,0
1591893375.1867962,10.0.2.15,54096,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,2,2,100,0,100,100,100,64,64,0,0,0,184,0,229.0,28960,488859765,3470615741
1591893375.1868448,10.0.2.15,54098,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,3,3,100,0,100,100,100,64,64,0,0,0,183,0,229.0,28960,85527811,2349544080
1591893375.416277,10.0.2.15,54668,10.0.2.4,80,tcp,http,12.559370,133,493,RSTO,7,4,0,96,96,100,0,100,100,100,64,64,1,311,1,73,180,4335.0,7416,2987460482,3686933065
1591893375.417016,10.0.2.15,54670,10.0.2.4,80,tcp,http,12.558643,133,493,RSTO,8,4,0,96,96,100,0,100,100,100,64,64,1,311,1,71,180,7443.0,7416,1090579780,1963247472
1591893375.76001,10.0.2.15,53816,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,4,4,100,0,100,100,100,64,0,0,0,0,185,0,229.0,0,2426551000,0
1591893375.760046,10.0.2.15,53818,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,5,5,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,1983590386,0
1591893376.206662,10.0.2.15,54100,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,6,6,100,0,100,100,100,64,64,0,0,0,185,0,229.0,28960,3851737661,3110369145
1591893376.416754,10.0.2.15,54672,10.0.2.4,80,tcp,http,11.558902,132,493,RSTO,7,4,0,93,93,100,0,100,100,100,64,64,1,311,1,73,180,4335.0,7416,448113029,3607213714
1591893376.417407,10.0.2.15,54674,10.0.2.4,80,tcp,http,13.837943,133,493,SF,14,3,0,93,93,100,0,100,100,100,64,64,1,311,1,117,219,4335.0,9810,450334880,2369329946
1591893376.7827392,10.0.2.15,53884,10.0.2.4,80,tcp,-,0.039067,133,0,SH,1,1,0,7,7,100,0,100,100,100,64,64,0,0,0,185,52,114.0,235,2500069031,4250410097
1591893376.78286,10.0.2.15,53886,10.0.2.4,80,tcp,-,0.038917,133,0,SH,1,1,0,8,8,100,0,100,100,100,64,64,0,0,0,185,52,114.0,235,3957139409,3853724179
1591893377.167028,10.0.2.15,54102,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,9,9,100,0,100,100,100,64,64,0,0,0,185,0,229.0,28960,1829170894,1258431268
1591893377.415317,10.0.2.15,54676,10.0.2.4,80,tcp,http,10.560353,133,493,RSTO,7,4,0,90,90,100,0,100,100,100,64,64,1,311,1,73,180,4335.0,7416,2440671284,4052016426
1591893377.416133,10.0.2.15,54678,10.0.2.4,80,tcp,http,13.831482,132,493,SF,14,3,0,90,90,100,0,100,100,100,64,64,1,311,1,117,219,4335.0,9810,688938238,2775500450
1591893377.80925,10.0.2.15,53952,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,10,10,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,340238272,0
1591893377.809275,10.0.2.15,53954,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,11,11,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,15614741,0
1591893378.256289,10.0.2.15,54108,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,12,12,100,0,100,100,100,64,64,0,0,0,185,0,229.0,28960,2021963699,2303159643
1591893378.416238,10.0.2.15,54680,10.0.2.4,80,tcp,http,12.831368,132,493,SF,13,3,0,87,87,100,0,100,100,100,64,64,1,311,1,121,219,2422.0,9810,86989979,381013538
1591893378.41684,10.0.2.15,54682,10.0.2.4,80,tcp,http,13.822894,132,493,SF,14,3,0,87,87,100,0,100,100,100,64,64,1,311,1,117,219,4335.0,9810,3116268301,948638705
1591893378.83085,10.0.2.15,54020,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,13,13,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,4141236566,0
1591893378.830874,10.0.2.15,54022,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,14,14,100,0,100,100,100,64,0,0,0,0,185,0,229.0,0,2254126227,0
1591893379.246867,10.0.2.15,54104,10.0.2.4,80,tcp,-,3.294895,133,0,S2,2,1,0,15,15,100,0,100,100,100,64,64,0,0,0,118,60,229.0,28960,1506828175,90867929
1591893379.2799811,10.0.2.15,54106,10.0.2.4,80,tcp,-,4.290438,133,0,S2,2,1,0,16,16,100,0,100,100,100,64,64,0,0,0,118,60,229.0,28960,2895801744,3967615947
1591893379.416049,10.0.2.15,54684,10.0.2.4,80,tcp,http,12.823676,132,493,SF,13,3,0,83,83,100,0,100,100,100,64,64,1,311,1,121,219,2422.0,9810,2802856528,2354168212
1591893379.4169712,10.0.2.15,54686,10.0.2.4,80,tcp,http,13.830736,132,493,SF,14,3,0,83,83,100,0,100,100,100,64,64,1,311,1,117,219,4335.0,9810,1149671710,2076581435
1591893379.855459,10.0.2.15,54034,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,17,17,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,2941727067,0
1591893379.855493,10.0.2.15,54036,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,18,18,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,3881860405,0
1591893380.415623,10.0.2.15,54688,10.0.2.4,80,tcp,http,12.832114,133,493,SF,13,3,0,81,81,100,0,100,100,100,64,64,1,311,1,122,219,2422.0,9810,2613693808,398515287
1591893380.416526,10.0.2.15,54690,10.0.2.4,80,tcp,http,13.823055,133,493,SF,14,3,0,81,81,100,0,100,100,100,64,64,1,311,1,117,219,4335.0,9810,602034600,1898616008
1591893380.525098,10.0.2.15,54096,10.0.2.4,80,tcp,-,0.000517,0,0,S1,1,1,0,19,19,100,1,100,100,100,64,64,0,0,0,52,60,229.0,28960,488859765,3470615741
1591893380.529665,10.0.2.15,54098,10.0.2.4,80,tcp,-,0.000429,0,0,S1,1,1,0,20,20,100,1,100,100,100,64,64,0,0,0,52,60,229.0,28960,85527811,2349544080
1591893380.8792472,10.0.2.15,54038,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,21,21,100,0,100,100,100,64,0,0,0,0,185,0,229.0,0,876945934,0
1591893380.879271,10.0.2.15,54040,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,22,22,100,0,100,100,100,64,0,0,0,0,184,0,229.0,0,1181416477,0
1591893381.415651,10.0.2.15,54692,10.0.2.4,80,tcp,http,12.823619,132,493,SF,13,3,0,77,77,100,0,100,100,100,64,64,1,311,1,121,219,2422.0,9810,3685509766,1722042338
1591893381.416109,10.0.2.15,54694,10.0.2.4,80,tcp,http,7.419508,133,493,SF,13,3,0,77,77,100,0,100,100,100,64,64,1,311,1,112,219,4650.0,9810,2847168901,3223463521
1591893381.525188,10.0.2.15,54100,10.0.2.4,80,tcp,-,0.000463,0,0,S1,1,1,0,23,23,100,1,100,100,100,64,64,0,0,0,52,60,229.0,28960,3851737661,3110369145
1591893382.386128,10.0.2.15,8,10.0.2.4,0,icmp,-,13.033157,784,784,OTH,14,14,0,24,24,0,0,100,100,100,0,0,0,0,0,0,0,,0,0,0
1591893382.415835,10.0.2.15,54696,10.0.2.4,80,tcp,http,6.419772,132,493,SF,12,3,0,75,75,99,0,100,100,100,64,64,1,311,1,116,219,2605.0,9810,3489239413,559854655
1591893382.416392,10.0.2.15,54698,10.0.2.4,80,tcp,http,7.414952,132,493,SF,13,3,0,75,75,99,0,100,100,100,64,64,1,311,1,112,219,4650.0,9810,155566344,2201228694
1591893382.524863,10.0.2.15,54102,10.0.2.4,80,tcp,-,0.000482,0,0,S1,1,1,0,25,25,99,1,100,100,100,64,64,0,0,0,52,60,229.0,28960,1829170894,1258431268
1591893383.415364,10.0.2.15,54700,10.0.2.4,80,tcp,http,6.415971,133,493,SF,12,3,0,74,74,99,0,100,100,100,64,64,1,311,1,117,219,2605.0,9810,888165490,2926334314
1591893383.4158301,10.0.2.15,54702,10.0.2.4,80,tcp,http,7.671407,133,493,SF,13,3,0,74,74,99,0,100,100,100,64,64,1,311,1,112,219,4650.0,9810,1152932932,4287021978
1591893383.5698721,10.0.2.15,54108,10.0.2.4,80,tcp,-,0.000534,0,0,S1,1,1,0,26,26,99,1,100,100,100,64,64,0,0,0,52,60,229.0,28960,2021963699,2303159643
1591893383.826567,10.0.2.15,54042,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,27,27,99,0,100,100,100,64,0,0,0,0,185,0,229.0,0,4229482353,0
1591893383.826591,10.0.2.15,54044,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,28,28,99,0,100,100,100,64,0,0,0,0,184,0,229.0,0,2729357556,0
1591893384.4233038,10.0.2.15,54704,10.0.2.4,80,tcp,http,3.553190,133,493,SF,12,5,0,71,71,99,0,100,100,100,64,64,1,311,1,117,154,2605.0,5978,795712093,411801659
1591893384.4259892,10.0.2.15,54706,10.0.2.4,80,tcp,http,3.550507,132,493,SF,11,4,0,71,71,99,0,100,100,100,64,64,1,311,1,99,177,5454.0,7416,1712796865,2261665031
1591893384.852958,10.0.2.15,54046,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,29,29,99,0,100,100,100,64,0,0,0,0,184,0,229.0,0,2883389536,0
1591893384.8529902,10.0.2.15,54048,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,30,30,99,0,100,100,100,64,0,0,0,0,184,0,229.0,0,3841737188,0
1591893385.424658,10.0.2.15,54708,10.0.2.4,80,tcp,http,2.551837,133,493,SF,10,4,0,69,69,99,0,100,100,100,64,64,1,311,1,103,177,3080.0,7416,428244612,1959875272
1591893385.425107,10.0.2.15,54710,10.0.2.4,80,tcp,http,2.551388,133,493,SF,11,5,0,69,69,99,0,100,100,100,64,64,1,311,1,99,154,5454.0,5978,242495187,1626108630
1591893385.8705142,10.0.2.15,54050,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,31,31,99,0,100,100,100,64,0,0,0,0,184,0,229.0,0,1992537639,0
1591893385.870538,10.0.2.15,54052,10.0.2.4,80,tcp,-,-,-,-,SH,1,0,0,32,32,99,0,100,100,100,64,0,0,0,0,184,0,229.0,0,2825351146,0
1591893386.423681,10.0.2.15,54712,10.0.2.4,80,tcp,http,1.553072,132,493,SF,10,5,0,67,67,99,0,100,100,100,64,64,1,311,1,103,154,3080.0,5978,2318128576,1194472840
1591893386.424285,10.0.2.15,54714,10.0.2.4,80,tcp,-,0.998294,0,0,S0,2,0,0,33,33,99,0,100,100,100,64,0,0,0,0,60,0,29200.0,0,3801697156,0
1591893386.831335,10.0.2.15,54054,10.0.2.4,80,tcp,-,0.000337,132,493,SF,3,2,0,34,34,99,0,100,100,100,64,64,0,0,0,88,298,76.0,235,1619728071,4225796426
1591893386.831374,10.0.2.15,54056,10.0.2.4,80,tcp,-,0.000265,133,493,SF,3,2,0,35,35,99,0,100,100,100,64,64,0,0,0,88,298,76.0,235,386956725,369519261
1591893387.854579,10.0.2.15,54058,10.0.2.4,80,tcp,-,0.000351,132,493,SF,3,2,0,36,36,99,0,100,100,100,64,64,0,0,0,88,298,76.0,235,2119578744,4244490898
1591893387.854639,10.0.2.15,54060,10.0.2.4,80,tcp,-,0.000257,133,493,SF,3,2,0,37,37,99,0,100,100,100,64,64,0,0,0,88,298,76.0,235,3473184282,2387648535
1591893387.9685519,10.0.2.15,53884,10.0.2.4,80,tcp,-,0.007112,0,493,RSTOS0,1,1,0,38,38,99,1,100,100,100,64,64,0,0,0,40,545,114.0,235,2500069031,4250410097
1591893387.9686,10.0.2.15,53886,10.0.2.4,80,tcp,-,0.007067,0,493,RSTOS0,1,1,0,39,39,99,1,100,100,100,64,64,0,0,0,40,545,114.0,235,3957139409,3853724179
